title,date,link
"Analysis: Sex, Sport, and Why Track and Field’s New Rules on Intersex Athletes Are Essential","Tue, 01 May 2018 00:26:02 GMT",https://www.nytimes.com/2018/04/30/sports/track-gender-rules.html
Trilobites: Humpback Whale Baby Boom Near Antarctica,"Tue, 01 May 2018 23:00:03 GMT",https://www.nytimes.com/2018/05/01/science/humpback-whale-antarctica.html
Trilobites: Gaia’s Map of 1.3 Billion Stars Makes for a Milky Way in a Bottle,"Wed, 02 May 2018 18:42:28 GMT",https://www.nytimes.com/2018/05/01/science/gaia-map-milky-way.html
ã÷éøú ðäâ äàåèåáåñ áòôåìä: ùáéúä áñåôøáåñ åàâã úòáåøä,"Thu, 03 May 2018 00:16:59 +0200","http://www.ynet.co.il/articles/0,7340,L-5249538,00.html"
ëãåøâì: ìéáøôåì òìúä ìâîø ìéâú äàìåôåú,"Wed, 02 May 2018 23:39:46 +0200","http://www.ynet.co.il/articles/0,7340,L-5249507,00.html"
"ðäâ àåèåáåñ ðã÷ø áîäìê ðñéòä áòôåìä, îöáå ÷ùä îàåã","Wed, 02 May 2018 23:24:20 +0200","http://www.ynet.co.il/articles/0,7340,L-5249368,00.html"
ðéöá øåðé øéèîï äåãéò òì ôøéùä îäîùèøä,"Wed, 02 May 2018 23:21:59 +0200","http://www.ynet.co.il/articles/0,7340,L-5249478,00.html"
"àøä""á: ðãàâ ùäàçøàéí ìäôøú æëåéåú äàãí áöôåï ÷åøéàä éúðå àú äãéï","Wed, 02 May 2018 23:06:47 +0200","http://www.ynet.co.il/articles/0,7340,L-5249449,00.html"
"âåøîéí áîùøã øä""î: äàå""í ôðä àìéðå áðéñéåï ìâáù îúååä ìîá÷ùé äî÷ìè","Wed, 02 May 2018 22:14:01 +0200","http://www.ynet.co.il/articles/0,7340,L-5249430,00.html"
12 öååúé ëéáåé ôåòìéí áùøéôä áîôòì îúëåú áôúç ú÷ååä,"Wed, 02 May 2018 22:08:07 +0200","http://www.ynet.co.il/articles/0,7340,L-5249427,00.html"
"àéùåí áàøä""á: áï 17 úëðï îú÷ôú éøé áîøëæ ÷ðéåú áäùøàú ãàòù","Wed, 02 May 2018 22:06:58 +0200","http://www.ynet.co.il/articles/0,7340,L-5249415,00.html"
"ãéååç: öä""ì òöø àæøç ìáðåðé áæîï ùøòä öàï","Wed, 02 May 2018 21:59:22 +0200","http://www.ynet.co.il/articles/0,7340,L-5249418,00.html"
"òå""ã ùì èøàîô: ""àí éæåîï ìç÷éøä òì øåñéä - æä ìà éé÷ç éåúø îùìåù ùòåú""","Wed, 02 May 2018 21:53:43 +0200","http://www.ynet.co.il/articles/0,7340,L-5249414,00.html"
צעירה בת 24 נכוותה בהדלקת מדורה באשקלון; מצבה בינוני,"Thu, 03 May 2018 00:35:00 +0300",https://news.walla.co.il/item/3154873
"ניצב ריטמן הודיע למפכ""ל על פרישתו מהמשטרה","Wed, 02 May 2018 23:37:00 +0300",https://news.walla.co.il/item/3154869
"הילולת הרשב""י במירון: 44 בני אדם נזקקו לטיפול רפואי","Wed, 02 May 2018 23:30:00 +0300",https://news.walla.co.il/item/3154868
"ארה""ב: מודאגים מהפרות זכויות אדם בקוריאה הצפונית","Wed, 02 May 2018 22:47:00 +0300",https://news.walla.co.il/item/3154863
עלה ל-5 מניין ההרוגים בהתרסקות מטוס התובלה בג'ורג'יה,"Wed, 02 May 2018 22:00:00 +0300",https://news.walla.co.il/item/3154854
הדקירה באוטובוס בעפולה: מצב הנהג מוגדר קשה מאוד,"Wed, 02 May 2018 21:32:00 +0300",https://news.walla.co.il/item/3154849
ריבלין על דברי אבו מאזן: אין משא ומתן על אנטישמיות,"Wed, 02 May 2018 21:23:00 +0300",https://news.walla.co.il/item/3154848
"חברת ""קיימברידג' אנליטיקה"" הודיעה על הפסקת פעילותה","Wed, 02 May 2018 21:16:00 +0300",https://news.walla.co.il/item/3154846
משרד המשפטים: לא ניתן לאסור על הגעת ברלנד למירון,"Wed, 02 May 2018 21:07:00 +0300",https://news.walla.co.il/item/3154845
נהג אוטובוס נדקר במהלך נסיעה בעפולה; מצבו בינוני,"Wed, 02 May 2018 20:54:00 +0300",https://news.walla.co.il/item/3154841
רב העיר צפת גינה השתתפות ברלנד בהילולה במירון,"Wed, 02 May 2018 20:26:00 +0300",https://news.walla.co.il/item/3154839
התרסקות המטוס בג'ורג'יה: שני בני אדם נהרגו,"Wed, 02 May 2018 20:23:00 +0300",https://news.walla.co.il/item/3154838
דיווח בסוריה: המורדים הסכימו לפנות מובלעת באזור חומס,"Wed, 02 May 2018 20:21:00 +0300",https://news.walla.co.il/item/3154837
בן שנה וחצי נפגע משתיית חומר רעיל בראשון לציון,"Wed, 02 May 2018 20:17:00 +0300",https://news.walla.co.il/item/3154835
הושגה שליטה על השריפה ביער בארי,"Wed, 02 May 2018 20:08:00 +0300",https://news.walla.co.il/item/3154833
פרקליט המייצג את טראמפ בחקירת רוסיה יפרוש מתפקידו,"Wed, 02 May 2018 19:52:00 +0300",https://news.walla.co.il/item/3154830
קצין נפצע קל בעימותים עם פלסטינים בהר חברון,"Wed, 02 May 2018 19:38:00 +0300",https://news.walla.co.il/item/3154829
בן 17 מטקסס נעצר בחשד שתכנן פיגוע ירי בשם דאעש,"Wed, 02 May 2018 19:19:00 +0300",https://news.walla.co.il/item/3154825
"ארה""ב: מטוס צבאי התרסק בסוואנה שבג'ורג'יה","Wed, 02 May 2018 19:09:00 +0300",https://news.walla.co.il/item/3154823
"שליח האו""ם למזרח התיכון: דברי אבו מאזן לא מקדמים השלום","Wed, 02 May 2018 18:56:00 +0300",https://news.walla.co.il/item/3154820
לוב: 12 הרוגים בפיגוע של דאעש במטה ועדת הבחירות בבירה,"Wed, 02 May 2018 18:21:00 +0300",https://news.walla.co.il/item/3154814
אסיר ביטחוני תקף סוהר בכלא אשל וגרם לו לכוויות,"Wed, 02 May 2018 18:14:00 +0300",https://news.walla.co.il/item/3154812
צוותי כיבוי פועלים להשתלטות על שריפה ביער בארי,"Wed, 02 May 2018 17:47:00 +0300",https://news.walla.co.il/item/3154806
שרת החוץ של אוסטריה: דברי אבו מאזן מעוותים ההיסטוריה,"Wed, 02 May 2018 17:40:00 +0300",https://news.walla.co.il/item/3154805
"שליח טראמפ לאזור כתב בעברית: ""דברי אבו מאזן מדאיגים""","Wed, 02 May 2018 17:34:00 +0300",https://news.walla.co.il/item/3154802
בן ארבע נפצע בינוני מפגיעת רכב בבני ברק,"Wed, 02 May 2018 17:28:00 +0300",https://news.walla.co.il/item/3154801
נתניהו לראש ממשלת יפן: ההסכם עם איראן מבוסס על שקרים,"Wed, 02 May 2018 17:25:00 +0300",https://news.walla.co.il/item/3154800
תן תוקפני שאותר בעמק יזרעאל התגלה נגוע בכלבת,"Wed, 02 May 2018 17:22:00 +0300",https://news.walla.co.il/item/3154798
"הליכוד על דברי לפיד נגד נתניהו: ""מקשקש מטעמים פוליטיים""","Wed, 02 May 2018 17:21:00 +0300",https://news.walla.co.il/item/3154799
האיחוד האירופי: דברי אבו מאזן לא מתקבלים על הדעת,"Wed, 02 May 2018 15:51:00 +0300",https://news.walla.co.il/item/3154777
